pVal	phase	peak.shape	period
Ak3	0.00192446500279571	20	8	24
Ak4	1.18605872685068e-06	16	16	24
Ak5	0.0483585663030278	8	20	24
Akap1	0.000790713302947881	8	12	24
Akap10	0.00077703340661549	16	4	24
Akap12	0.18376510903103	24	4	24
Akap3	0.113063729264856	4	12	24
Akap4	0.00192446500279571	24	16	24
Akap6	0.0163963196072215	12	20	24
Akap8	0.000192751129983143	16	4	24
Akap8l	1.08186125956652e-05	8	12	24
Akap9	0.00174402398931885	8	12	24
Akip1	0.00143352372834668	8	20	24
Akna	0.381221022797161	4	4	24
Aknad1	0.0241557393095539	4	4	24
Aknaos	0.0241557393095539	20	4	24
Akp3	0.0659374832170001	20	20	24
Akr1a1	0.0483585663030278	8	20	24
Akr1b10	0.175696301191142	4	8	24
Akr1b7	0.0462298581812637	20	8	24
Akr1b8	0.00370728070621325	4	16	24
Akr1c14	0.000327103933774818	16	12	24
Akr1c18	0.0788155019263494	8	12	24
Akr1c20	0.0241557393095539	16	20	24
Akr1c21	0.0304083430759586	8	16	24
Akr1c6	0.0116586184110202	16	8	24
Akr1cl	0.00356632382271221	12	12	24
Akr1e1	0.00689607619958387	8	20	24
Akr7a5	0.0116586184110202	20	8	24
Akt1	0.000935461461563225	16	8	24
Akt3	0.00681381676834041	16	12	24
