pVal	phase	peak.shape	period
Adora1	2.96395966513856e-12	10	16	24
Adora2a	0.471265115411196	2	14	24
Adora2b	0.931943849444542	2	14	24
Adpgk	0.0262790153456153	18	12	24
Adprh	1.40102533059065e-07	2	12	24
Adprhl1	0.881718041108499	18	6	24
Adprhl2	0.070319214943592	4	10	24
Adprm	0.1849888828289	24	18	24
Adra1a	0.04120852704666	10	4	24
Adra1b	3.32902839251996e-05	4	8	24
Adra2a	0.923472803849653	2	14	24
Adra2b	0.428442799414375	6	8	24
Adra2c	0.899897794533417	18	10	24
Adrb1	0.361285439464339	18	10	24
Adrb3	0.0184191809152181	10	6	24
Adsl	0.129430610289357	6	8	24
Adss	0.583452770577584	24	8	24
Adssl1	0.726869706535767	8	18	24
Adtrp	0.364218650037875	24	14	24
Aebp1	0.945004724493147	6	14	24
AF366264	0.112057075670689	6	14	24
Afap1	0.888683859656593	2	12	24
Afap1l1	0.136657742861358	14	10	24
Afap1l2	0.00273038973086001	6	6	24
Aff1	0.132067526618882	10	8	24
Aff2	0.826830301121201	12	10	24
Aff3	0.0385155595028259	12	8	24
Aff4	0.00441760668147005	14	12	24
Afg1l	0.000744860364275869	20	12	24
Afg3l1	0.00211293464537348	6	8	24
Afg3l2	0.0500970678309466	16	4	24
Afm	0.453508854448162	24	12	24
Afmid	0.000171343987725565	18	12	24
Afp	0.00915591468111671	8	14	24
Aftph	0.274652827900974	6	12	24
Aga	0.927896927656727	24	14	24
Agap1	0.0111879384093776	14	16	24
Agbl3	0.549862588191688	6	6	24
Agbl5	0.00105833801692488	8	18	24
Ager	0.276040649944599	18	12	24
Agfg1	0.00324686842521402	14	4	24
Agfg2	0.006440784030266	6	18	24
Aggf1	0.46479394317269	24	10	24
Agmo	0.000338118802445114	16	10	24
Ago2	0.00197435587813188	16	10	24
Ago4	0.00935625705155473	6	12	24
Agpat1	0.000110301369537742	16	14	24
Agpat4	0.250895783909192	12	8	24
Agpat5	0.00198012378032677	24	12	24
Agps	0.503062301979905	24	12	24
Agr2	0.64506449122565	18	12	24
Agr3	0.486215918531447	8	6	24
Agrn	0.276406068054973	8	10	24
Agrp	0.356853520304732	12	8	24
Agt	0.274057604190963	8	4	24
Agtr1a	1.03062218811756e-05	8	10	24
Agtr1b	0.860446785535997	10	6	24
Agxt	3.45398495923739e-07	4	16	24
Ahctf1	2.4557834929823e-06	24	10	24
Ahcyl1	0.0846352049608589	22	10	24
Ahcyl2	0.000839668612996339	20	16	24
Ahdc1	0.0319082140845948	2	16	24
Ahi1	0.326062616620987	16	20	24
Ahnak	0.0632391878089153	24	16	24
Ahr	0.0136483280641351	10	8	24
Ahrr	0.925460411222675	20	4	24
Ahsa1	0.00187585539421466	18	16	24
Ahsa2	0.000169668839963499	16	18	24
Ahsg	0.29324163648433	8	12	24
AI413582	0.869319951440844	2	14	24
AI467606	0.792348602754029	8	8	24
AI504432	0.896027895632592	2	8	24
AI597479	0.244761708829476	2	4	24
AI661453	0.707563530059239	8	16	24
AI837181	0.76964175497364	4	14	24
AI854703	0.872685275229258	18	16	24
AI987944	0.941858145715229	6	16	24
Aicda	0.916626042776732	18	10	24
Aif1	0.91595797093838	6	12	24
Aif1l	0.863594803612286	2	6	24
Aifm1	0.736832621260051	6	6	24
Aifm2	3.45398495923739e-07	14	16	24
Aifm3	0.360069715737626	14	6	24
Aig1	0.217853644190076	24	20	24
Aim2	0.193459925704984	6	12	24
Aimp1	0.26420013210877	6	12	24
Aimp2	0.715175170115936	14	6	24
Aip	0.969833917352417	6	4	24
Aipl1	0.942757550890572	12	8	24
Aire	0.936256027833309	12	12	24
Airn	0.000285144437442876	10	6	24
Ajm1	0.751600874692358	18	20	24
Ajuba	0.149774380380677	2	12	24
Ak1	0.876580848487441	8	16	24
Ak2	0.00132296978060161	14	12	24
Ak3	0.00953486423932158	20	6	24
Ak4	7.89808360490845e-07	14	16	24
Ak5	0.894844836734889	6	20	24
Akap1	0.00660051842996086	6	6	24
Akap10	0.750190068970945	14	12	24
Akap12	0.784815834578257	20	14	24
Akap3	0.82611636665494	18	6	24
Akap4	0.884787922853113	22	16	24
Akap6	0.261878455651998	10	14	24
Akap8	0.0722054916420405	14	12	24
Akap8l	9.54232415316639e-05	8	10	24
Akap9	0.589809519228129	6	12	24
Akip1	0.288546037311559	6	12	24
Akna	0.676950603405496	12	4	24
Aknad1	0.90792398682588	2	14	24
Aknaos	0.4224640911113	12	16	24
Akp3	0.823174357518364	10	14	24
Akr1a1	0.853448547616327	6	16	24
Akr1b10	0.829243357096427	24	10	24
Akr1b7	0.20348777111179	16	20	24
Akr1b8	0.842732519324589	24	20	24
Akr1c14	0.000351826321463159	16	10	24
Akr1c18	0.835138149973229	16	12	24
Akr1c20	0.0365767220562788	24	10	24
Akr1c21	0.928617936912143	24	14	24
Akr1c6	0.154419999026681	16	4	24
Akr1cl	0.12934776855616	10	12	24
Akr1e1	0.190370637426034	6	6	24
Akr7a5	0.244461398481895	8	20	24
Akt1	0.000258476280037582	14	14	24
Akt3	0.312979655144528	14	20	24
Aktip	0.684183639585753	24	12	24
Alad	0.142572898054475	16	4	24
Alas1	1.74120713203525e-09	14	16	24
Alas2	0.822273499462094	24	12	24
Alb	0.152773985368788	8	10	24
Aldh16a1	0.00292645849123197	12	14	24
Aldh18a1	0.00779625221637699	2	16	24
Aldh1a2	0.0125387212312899	20	14	24
Aldh1a3	0.802474015287689	12	18	24
Aldh1b1	0.930403035293503	22	16	24
Aldh1l1	0.0445685387825799	6	6	24
Aldh1l2	0.910773931485878	18	4	24
Aldh2	0.826838846426787	16	14	24
Aldh3a1	0.835107234891055	2	12	24
Aldh3a2	0.0854911565946114	16	10	24
Aldh3b1	0.927218434999927	4	16	24
Aldh4a1	0.880762655679464	8	18	24
Aldh5a1	0.910463225273474	8	18	24
