pVal	phase	peak.shape	period
Ak3	0.000277105923150986	4	6	24
Ak4	3.865045442939e-20	20	13	24
Ak5	0.0184226375543902	23	10	24
Akap1	0.0254538386624581	10	10	24
Akap10	0.241347680662026	14	7	24
Akap12	0.873159542783981	1	22	24
Akap3	0.00861268762820257	23	10	24
Akap4	0.0204604573552615	22	12	24
Akap6	0.482282823944867	21	15	24
Akap8	0.000244957659070181	19	3	24
Akap8l	0.0628295993919818	18	2	24
Akap9	0.00956715778083161	16	8	24
Akip1	3.48163805883496e-07	17	7	24
Akna	0.952169179941332	2	16	24
Aknad1	0.0122632860295294	19	22	24
Aknaos	0.126277256865695	23	11	24
Akp3	0.581042580920821	24	14	24
Akr1a1	0.0527125568669718	15	17	24
Akr1b10	0.882064611267113	1	11	24
Akr1b7	0.00120047127976331	3	4	24
Akr1b8	0.242262086572427	8	2	24
Akr1c14	5.40761722292616e-09	22	12	24
Akr1c18	0.268799918508175	22	11	24
Akr1c20	4.310658811087e-06	3	13	24
Akr1c21	0.0952414221179656	22	14	24
Akr1c6	1.85091937009942e-05	20	5	24
Akr1cl	0.0194674047108762	23	13	24
Akr1e1	0.371869560978523	22	21	24
Akr7a5	0.12243656658183	18	2	24
Akt1	0.00422979666995128	19	12	24
Akt3	0.00333807879204326	24	9	24
Aktip	0.0134608367709979	3	13	24
Alad	0.920708822598558	6	22	24
Alas1	4.28722885922999e-10	18	17	24
Alas2	0.850349928614813	15	17	24
Alb	0.146703737997405	23	2	24
Aldh16a1	0.658410247191397	19	2	24
Aldh18a1	0.384739293758317	9	6	24
