pVal	phase	peak.shape	period
Aatf	0.0432402185011106	14	10	24
AB124611	0.961116673553222	18	18	24
Abat	0.00027289229922381	12	10	24
Abca1	0.063397921945991	4	12	24
Abca12	0.0532918555556458	24	10	24
Abca13	0.710997322684213	24	4	24
Abca14	0.912700447834145	6	20	24
Abca2	0.676701378597607	10	14	24
Abca3	0.0727440154588883	12	8	24
Abca4	0.680331125480539	24	18	24
Abca5	0.952029298261339	10	4	24
Abca6	0.0101420862977927	20	14	24
Abca7	0.923100594050356	22	14	24
Abca9	0.0198115711732158	24	10	24
Abcb10	0.180724160861804	4	20	24
Abcb11	4.01521833968576e-09	10	10	24
Abcb6	0.0831120080501645	16	16	24
Abcb9	0.0197427777190659	24	14	24
Abcc1	0.824368249076762	14	14	24
Abcc10	0.883112600578434	16	10	24
Abcc12	0.0641023433009464	20	16	24
Abcc2	0.00185297910891936	16	8	24
Abcc3	0.466259162580698	18	4	24
Abcc5	0.0077844534577626	24	10	24
Abcc6	0.0638564792039997	18	4	24
Abcc9	0.509269394692957	10	14	24
Abcd1	0.825107297904086	10	12	24
Abcd2	3.39910390353979e-05	20	10	24
Abcd3	0.262068092282065	14	10	24
Abcd4	0.463426986699754	6	12	24
Abce1	0.00473297360563659	20	12	24
Abcf1	0.488941408940302	18	12	24
Abcf2	0.00851770658455831	24	6	24
Abcf3	0.630934240571338	10	18	24
Abcg1	0.0293348130410922	16	20	24
Abcg2	9.52813123784961e-05	22	20	24
Abcg3	0.0134949760634145	22	10	24
Abcg4	0.826760962161594	24	12	24
Abcg5	6.482429860592e-07	18	8	24
Abcg8	7.88521080823444e-08	18	4	24
Abhd1	0.751600874692358	6	14	24
Abhd10	0.0122804564745079	12	20	24
Abhd11	0.415802396321249	10	14	24
Abhd12	0.707563530059239	2	20	24
Abhd13	0.00809607103977798	20	14	24
Abhd14a	0.00270271243703056	4	20	24
Abhd15	0.060172043948938	18	6	24
Abhd16a	0.0140933187823238	18	14	24
Abhd16b	0.95910125005608	20	14	24
Abhd17a	0.00341011615147501	20	12	24
Abhd17b	0.00180361753533213	16	16	24
Abhd17c	6.35208749189974e-05	12	10	24
Abhd2	0.940860378086884	6	4	24
Abhd3	0.806500459764671	22	12	24
Abhd4	2.62430834979151e-06	14	6	24
Abhd5	0.00464006882856099	2	4	24
Abhd6	1.59761207693309e-09	22	10	24
Abhd8	0.0154214527065788	4	14	24
Abi2	0.505745013108689	14	14	24
Abi3	0.221601053491514	2	8	24
Abi3bp	0.648161047791037	14	10	24
Abl1	0.808027359365944	16	4	24
Ablim1	0.00041275967380725	10	10	24
Ablim2	0.654859814443256	24	10	24
Ablim3	0.0386270244532978	6	10	24
Abo	0.173839430924211	22	12	24
Abr	0.955956531269982	12	18	24
Abra	0.847295449107451	4	14	24
Abraxas1	0.0963340777525931	14	12	24
Abraxas2	0.55724093820592	10	10	24
Abtb1	4.05145487010871e-06	12	12	24
Acaa2	0.00137246206040831	4	6	24
Acaca	0.91901155822234	2	10	24
Acacb	0.000134960610507566	6	14	24
Acad11	6.70549951942325e-05	24	6	24
Acad8	0.010705535536559	12	10	24
Acad9	0.0105928456888057	10	14	24
Acadl	0.210196677404457	18	4	24
Acadm	0.00173521683483805	16	8	24
Acads	0.933704655518029	12	20	24
Acadsb	0.68783487024659	12	20	24
Acadvl	0.230140740504575	16	4	24
Acan	0.625557253732618	24	10	24
Acap1	0.276040649944599	24	12	24
Acap3	0.0110842307870895	20	14	24
Acat1	0.0269098303793679	10	20	24
Acbd3	0.038425656135813	8	8	24
Acbd4	0.10287671796067	10	10	24
Acbd5	0.012776180539167	14	12	24
Acbd6	0.012201825326592	12	12	24
Accs	0.84733072739169	16	10	24
Acd	0.0338221715154199	18	4	24
Ace2	0.51180583679707	20	18	24
Acer1	0.00890249797250692	22	14	24
Acer2	0.0146673574022039	20	14	24
Acer3	0.949994944864426	22	18	24
Acin1	0.0348830580007152	14	6	24
Ackr1	0.853318297918173	16	10	24
Ackr2	0.518555356130425	4	14	24
Ackr3	0.0452173629463849	10	8	24
Ackr4	0.0727215500771806	12	16	24
Acly	9.26637479256325e-07	2	18	24
Aco1	0.00659413603098662	6	4	24
Aco2	0.0736173848453598	18	14	24
Acot11	0.00265710896092707	22	16	24
Acot12	0.000114086859690887	18	12	24
Acot13	0.231921260334381	20	20	24
Acot2	0.864909738046811	4	8	24
Acot3	1.5982244575597e-06	18	18	24
Acot4	0.000370048257666043	18	18	24
Acot5	0.429555274781632	8	4	24
Acot6	0.979518711517617	24	12	24
Acot7	0.882009354761067	10	20	24
Acot8	0.835107234891055	2	18	24
Acox1	0.0199482990253734	16	4	24
Acox2	7.79023556416696e-06	4	18	24
Acox3	0.960638443657972	2	12	24
Acp1	0.00701683082484498	20	12	24
Acp2	0.00417617029387165	4	12	24
Acp5	0.120668462954411	2	14	24
Acp6	0.00104476958081046	12	12	24
Acp7	0.911860288840107	8	10	24
Acpp	0.00134021864753945	12	8	24
Acr	0.0131676199402604	24	10	24
Acrbp	0.934533552509172	16	12	24
Acrv1	0.125212554101819	24	10	24
Acsbg1	0.95875935092907	6	8	24
Acsf2	0.790751027543499	16	4	24
Acsl1	0.0120448477197679	4	12	24
Acsl4	5.3729234880811e-07	2	14	24
Acsl5	3.73483739557725e-06	8	14	24
Acsl6	0.000134960610507566	20	14	24
Acsm1	0.0349345314093758	16	4	24
Acsm2	0.931411468879172	6	12	24
Acsm5	6.83800426571667e-05	16	8	24
Acss1	0.0585624786325778	24	10	24
Acta1	0.92951955010856	22	16	24
Actb	4.16843301370168e-07	6	18	24
Actg2	0.436575206611691	4	14	24
Actl11	0.37009660480026	24	10	24
Actl6a	0.00205639413993044	18	6	24
Actl6b	0.304174145600136	24	20	24
Actl7a	0.236158136604157	24	12	24
Actl7b	0.30898109400429	22	16	24
Actl9	0.206541898127775	6	4	24
Actn1	0.0168994088619593	18	8	24
Actn2	0.0842279930198639	22	20	24
Actn3	0.0747904824045885	24	6	24
Actn4	4.08471236951714e-05	4	16	24
Actr1a	0.283295009383369	20	12	24
Actr1b	0.923288684743409	12	16	24
Actr2	0.412012981104261	14	14	24
Actr6	0.000211537594485664	20	14	24
Actrt1	0.88391874327861	20	14	24
Actrt2	0.00391253373462158	24	16	24
Actrt3	0.0783400555625642	22	20	24
Acvr1	0.189174656731318	12	8	24
Acvr1b	0.0128516616587249	16	4	24
Acvr2a	0.0642880517400425	18	14	24
Acvr2b	0.0398617429503124	16	12	24
Acvrl1	0.931517990413253	24	20	24
Acy1	6.53779650642234e-06	24	8	24
Acy3	0.00894097650264594	16	12	24
Acyp1	0.0109375843904041	20	20	24
Acyp2	0.20046032051382	20	12	24
Ada	0.968625507752114	12	12	24
Adad1	0.207297458425983	8	4	24
Adal	0.0345124124089636	20	20	24
Adam10	0.250575400642275	4	12	24
Adam15	0.869804848185278	24	10	24
Adam1a	0.11536962063218	2	6	24
Adam1b	0.000914395369097366	22	14	24
Adam2	0.0461354353741147	24	14	24
Adam21	0.95497906582153	20	18	24
Adam22	0.55724093820592	24	10	24
Adam23	0.760920396617868	22	18	24
Adam24	0.892071661057745	24	4	24
Adam26a	0.469469482716792	8	14	24
Adam28	0.709391790341277	24	10	24
Adam3	0.688967468467995	24	14	24
Adam32	0.230762968000626	10	8	24
Adam33	0.305191630238444	24	20	24
Adam6a	0.872652425132558	4	16	24
Adam6b	0.0766656109347421	24	4	24
Adam7	0.900577972756036	24	10	24
Adam8	0.835138149973229	24	14	24
Adam9	0.903782085824196	18	6	24
Adamdec1	0.948180447941721	22	10	24
Adamts1	0.352087482750687	6	14	24
Adamts10	0.878827030703465	6	12	24
Adamts12	0.88091592955533	24	10	24
Adamts16	0.712344290534232	24	10	24
Adamts18	0.0224349746807567	24	10	24
Adamts19	0.134847369660158	18	12	24
Adamts20	0.577487240168382	18	20	24
Adamts4	0.860445366639084	24	14	24
Adamts5	0.953071605886168	6	20	24
Adamts7	0.797202012118088	16	10	24
Adamts8	0.000548763453917907	20	14	24
Adamtsl1	0.00719238309293097	22	20	24
Adamtsl2	0.901599477230078	16	12	24
Adamtsl4	0.964115433210871	24	12	24
Adamtsl5	0.00445044704553028	24	10	24
Adap1	0.467431631639585	24	10	24
Adap2	0.913724395233249	10	14	24
Adar	9.94188068043985e-05	10	10	24
Adarb1	0.263491965484524	24	4	24
Adarb2	0.554439353519723	24	10	24
Adat1	0.0233867889845211	6	12	24
Adat2	0.418907776478976	18	10	24
Adck1	0.198575989696025	10	10	24
Adck2	0.845673142241976	16	12	24
Adck5	6.14326350656972e-10	10	10	24
Adcy10	0.894441605628205	24	18	24
Adcy3	0.447418468661562	22	20	24
Adcy4	0.810733474675745	2	10	24
Adcy5	0.0955198124115802	24	10	24
Adcy6	3.45243405291714e-05	16	8	24
Adcy7	0.917210467890408	14	20	24
Adcy8	0.233883031906376	6	6	24
Adcy9	8.51600399719561e-06	14	10	24
Adcyap1	0.81090723913857	12	14	24
Adcyap1r1	0.512384111832979	24	10	24
Add2	0.420518826792719	22	20	24
Add3	0.9365230471887	18	16	24
Adgb	0.138160542503112	10	14	24
Adgra1	0.0450748506528707	24	14	24
Adgra2	0.562105989124135	2	12	24
Adgrb1	0.939433261454748	8	10	24
Adgrb2	0.87086586491462	24	14	24
Adgre1	0.00381710608255764	8	8	24
Adgre4	0.0501219015580408	4	12	24
Adgrf1	0.935623761795043	14	20	24
Adgrf4	0.943994733449156	24	12	24
Adgrg1	0.564873838238237	24	4	24
Adgrg2	0.00155295914940213	18	14	24
Adgrg3	8.72789161555859e-08	12	10	24
Adgrg6	0.902606203134008	20	18	24
Adgrl1	0.923176984276974	16	20	24
Adgrl2	0.0187474832838815	10	14	24
Adgrl3	0.110328423445981	24	12	24
Adgrl4	0.0026746064546098	4	12	24
Adgrv1	0.000274177343695073	22	8	24
Adh1	5.95166996740154e-07	24	12	24
Adh4	4.93217910581836e-05	12	10	24
Adh5	0.153069270062737	20	14	24
Adh7	0.000236655601452853	20	20	24
Adhfe1	0.841261137843554	22	10	24
Adi1	0.94745245997472	4	4	24
Adig	0.878855167454974	24	20	24
Adipoq	0.968659854468544	20	8	24
Adipor1	0.608372975815385	18	14	24
Adipor2	0.000361090095306933	4	20	24
Adm	0.141072130706533	6	8	24
Adm2	0.950369972931932	24	10	24
Adnp2	0.0023880447561382	10	8	24
Ado	3.01823640827075e-06	6	10	24
Adora1	4.19503959794872e-07	16	10	24
Adora2a	0.629680216404626	24	10	24
Adora2b	0.919565102929336	22	12	24
Adpgk	0.917661586426742	18	20	24
Adprh	1.40102533059065e-07	6	12	24
Adprhl1	0.174844805417015	6	6	24
Adprhl2	3.44503774007411e-05	10	10	24
Adprm	7.94964825497242e-05	12	10	24
Adra1a	0.916561753422457	12	6	24
Adra1b	4.75837267365205e-06	2	18	24
Adra2a	0.943978278129781	8	14	24
Adra2b	0.00101216978562457	8	12	24
Adra2c	0.0701220740446102	24	10	24
Adrb1	0.730047570978462	20	18	24
Adrb3	0.0372109673692336	8	14	24
Adsl	0.885133717761682	2	14	24
Adss	0.0069584565850946	22	18	24
Adssl1	0.154554775445263	12	12	24
Adtrp	0.00104137908368272	24	8	24
Aebp1	0.436575206611691	24	10	24
AF366264	0.454140441960761	6	12	24
Afap1	0.9100145340069	6	10	24
Afap1l1	0.841752030315609	20	10	24
Afap1l2	0.958567036049453	18	8	24
Aff1	0.00654977273782559	8	12	24
Aff2	0.213315026602782	24	12	24
Aff3	0.00415110286478143	22	16	24
Aff4	0.011243955298782	16	10	24
Afg1l	0.648173755244861	10	6	24
Afg3l1	0.00650614265741943	12	8	24
Afg3l2	0.00342044167083508	18	12	24
Afm	0.584696262895764	4	12	24
Afmid	0.00198030644341761	2	14	24
Afp	0.00688294733619587	12	16	24
Aftph	0.000602869791633279	10	16	24
Aga	0.608890366580785	2	4	24
Agap1	0.00326317998481967	24	12	24
Agbl3	0.0050946046908261	24	14	24
Agbl5	0.00918574140231933	18	14	24
Ager	0.085349967222787	2	8	24
Agfg1	0.0204918090482136	12	12	24
Agfg2	0.00281555107153676	14	10	24
Aggf1	0.934361809610025	20	4	24
Agmo	0.00223462630171737	20	20	24
Ago2	0.507103105762579	14	18	24
Ago4	0.000320690886033651	12	8	24
Agpat1	0.000416481670173573	20	18	24
Agpat4	0.866861907364765	24	12	24
Agpat5	0.00584852291394555	24	16	24
Agps	0.443704935073147	22	4	24
Agr2	0.925085072838848	14	14	24
Agr3	0.0327253430728359	2	18	24
Agrn	0.044362944803733	16	4	24
Agrp	0.393860930097276	24	20	24
Agt	0.763331162863924	4	18	24
Agtr1a	1.70320079943912e-05	12	10	24
Agtr1b	0.920580518855974	22	20	24
Agxt	3.07163175328486e-10	12	12	24
Ahctf1	0.000880453771643033	6	6	24
Ahcyl1	0.00251749039054235	2	20	24
Ahcyl2	3.35317006700547e-05	24	14	24
Ahdc1	0.0060574431638043	24	12	24
Ahi1	0.111753782163152	24	20	24
Ahnak	0.000110301369537742	2	14	24
Ahr	0.0900087429930582	8	16	24
Ahrr	0.889008903767008	10	4	24
Ahsa1	5.27155914306375e-05	24	18	24
Ahsa2	1.17612289780718e-05	22	18	24
Ahsg	0.0819496044158784	16	6	24
AI413582	0.892071661057745	12	8	24
AI467606	0.163436815514657	14	12	24
AI504432	0.51180583679707	24	4	24
AI597479	0.598122074749836	10	12	24
AI661453	0.00717606296707594	6	14	24
AI837181	0.00282401847621268	10	8	24
AI854703	0.084401634253645	24	14	24
AI987944	0.170863254627237	20	6	24
Aicda	0.130719388956276	24	12	24
Aif1	0.884191922011855	22	18	24
Aif1l	0.200431840067016	24	10	24
Aifm1	0.229991486953614	12	12	24
Aifm2	0.051781496229725	16	20	24
Aifm3	0.202373917571456	16	12	24
Aig1	0.281592160303192	10	10	24
Aim2	0.222146206830632	20	10	24
Aimp1	0.00311167738308209	20	10	24
Aimp2	0.269830898290468	2	4	24
Aip	0.728941091880145	2	14	24
Aipl1	0.0951368970805024	24	10	24
Aire	0.13632146471476	6	4	24
Airn	0.931411468879172	16	10	24
Ajm1	0.0993258795944215	24	10	24
Ajuba	0.0195184279722583	6	14	24
Ak1	0.879596587209321	24	8	24
Ak2	2.04244051804604e-08	16	16	24
Ak3	0.000276575261861726	4	6	24
Ak4	2.41667412579254e-11	20	14	24
Ak5	0.0658577561130699	22	12	24
Akap1	0.020191477212681	10	10	24
Akap10	0.926291759651699	14	4	24
Akap12	0.946702645527707	10	10	24
Akap3	0.20241106016522	24	4	24
Akap4	0.176599201491467	22	12	24
Akap6	0.218287603305846	24	12	24
Akap8	0.0282822592331738	16	8	24
Akap8l	0.153783168886667	14	14	24
Akap9	0.0459093677913026	14	10	24
Akip1	0.000937194245948675	12	12	24
Akna	0.838773602076701	2	8	24
Aknad1	0.00647091727712126	24	12	24
Aknaos	0.592634692720485	24	18	24
Akp3	0.308735707317504	24	14	24
Akr1a1	0.821388841092871	16	16	24
Akr1b10	0.815024116354816	20	16	24
Akr1b7	0.18474956264951	20	16	24
Akr1b8	0.661408769729275	22	18	24
Akr1c14	1.36682726551641e-05	22	12	24
Akr1c18	0.763331162863924	22	12	24
Akr1c20	0.0129449511713078	2	14	24
Akr1c21	0.225804559264762	22	14	24
Akr1c6	0.00304262588933781	20	6	24
Akr1cl	0.712344290534232	24	12	24
Akr1e1	0.874551492913176	22	20	24
Akr7a5	0.288603432518787	12	8	24
Akt1	0.560852061680345	18	16	24
Akt3	0.00715540671370097	24	10	24
Aktip	0.0224282355263641	2	14	24
Alad	0.837065537175299	6	8	24
Alas1	0.000661722779125434	18	16	24
Alas2	0.237592882093994	2	6	24
Alb	0.450692191390396	22	4	24
Aldh16a1	0.900093745524346	2	20	24
Aldh18a1	0.856254013015724	24	10	24
Aldh1a2	0.390666611347316	24	14	24
Aldh1a3	0.0628603136594834	22	12	24
Aldh1b1	0.216279232095413	12	10	24
Aldh1l1	0.619118088801834	4	10	24
Aldh1l2	0.0256890874006915	22	16	24
Aldh2	0.0346657140672141	18	4	24
Aldh3a1	0.970693269083633	4	6	24
Aldh3a2	0.181873336357107	18	14	24
