pVal	phase	peak.shape	period
Acpp	0.0160372083566309	12	12	24
Acr	0.162084019812169	12	12	24
Acrbp	2.72793507175655e-05	4	16	24
Acrv1	0.111218421186398	12	16	24
Acsbg1	0.0573836710722583	20	8	24
Acsf2	0.874026929435918	4	8	24
Acsl1	0.136079372978669	24	20	24
Acsl4	0.0014014876228708	4	8	24
Acsl5	0.00231301355979772	12	8	24
Acsl6	0.847977969486421	12	20	24
Acsm1	0.728355774529931	24	12	24
Acsm2	0.349758552330605	4	8	24
Acsm5	0.00146242186734345	16	16	24
Acss1	0.185941532952665	12	16	24
Acta1	0.4409209746014	24	12	24
Actb	0.0105601585929955	8	8	24
Actg2	0.314029322258468	12	8	24
Actl11	0.324168039624338	24	4	24
Actl6a	0.0101377522492757	20	8	24
Actl6b	0.829052997032332	24	12	24
Actl7a	0.0481946491807723	16	12	24
Actl7b	0.181439163971559	12	20	24
Actl9	0.898093133070531	4	4	24
Actn1	0.000414289223516355	16	16	24
Actn2	0.0410127239611905	16	16	24
Actn3	0.274888854665304	12	16	24
Actn4	0.0028029752457416	4	12	24
Actr1a	0.0567818064028368	16	20	24
Actr1b	0.000907490680083443	20	12	24
Actr2	0.328900778049162	16	16	24
Actr6	0.00304671222363218	24	12	24
Actrt1	0.725378494545417	24	12	24
Actrt2	0.0962907432132298	20	12	24
Actrt3	0.184062783590837	12	20	24
Acvr1	0.150017514955277	16	12	24
Acvr1b	0.480187736152764	16	16	24
Acvr2a	0.935133571830463	16	4	24
Acvr2b	0.000248828089700299	20	12	24
Acvrl1	0.00528007929649774	16	20	24
Acy1	0.00142767583320626	20	16	24
Acy3	0.957620427320016	12	16	24
Acyp1	0.199986209787932	4	20	24
Acyp2	0.848314510386836	16	8	24
Ada	0.816019612979914	20	12	24
Adad1	0.491313136447585	16	12	24
Adal	0.0500360900726885	4	16	24
Adam10	0.0101377522492757	20	16	24
Adam15	0.871625044826851	4	4	24
Adam1a	0.773473721503549	24	4	24
Adam1b	0.14210143659592	24	8	24
Adam2	0.188905945542961	16	16	24
Adam21	0.912111236424177	20	20	24
Adam22	0.942274078237427	20	12	24
Adam23	0.00207975801296211	8	4	24
Adam24	0.948665810511364	4	16	24
Adam26a	0.725378494545417	4	16	24
Adam28	0.528632412817892	20	8	24
Adam3	0.3692499060152	24	16	24
Adam32	0.879386508806852	24	12	24
Adam33	0.456125146139379	20	12	24
Adam6a	0.577059929853098	24	16	24
Adam6b	0.04534462372229	24	12	24
Adam7	0.0189771192707491	24	12	24
Adam8	0.354669758668572	16	16	24
Adam9	0.0233865365390806	4	8	24
Adamdec1	0.000868034563558076	16	12	24
Adamts1	0.107511140480184	12	8	24
Adamts10	0.868156695301513	12	20	24
Adamts12	0.0538850200782799	12	8	24
Adamts16	0.103803859773971	20	8	24
Adamts18	0.0205585458766449	20	12	24
Adamts19	0.204414503050212	16	12	24
Adamts20	0.000126738846812044	16	16	24
Adamts4	0.0577339500838713	16	8	24
Adamts5	0.195652586455209	12	16	24
Adamts7	0.950029271125997	12	16	24
Adamts8	0.195652586455209	12	8	24
Adamtsl1	0.848314510386836	24	16	24
Adamtsl2	0.689119158866361	20	12	24
